; Sample Rate 44100; Channels 1  0  -0.000640869
  2.26757e-05  -0.000762939
  4.53515e-05  -0.000640869
  6.80272e-05  -0.000518799
  9.07029e-05  -0.000366211
  0.000113379  -0.000183105
  0.000136054  0
  0.00015873  0.000213623
  0.000181406  0.000244141
  0.000204082  0.000244141
  0.000226757  0.000335693
  0.000249433  0.000457764
  0.000272109  0.000457764
  0.000294785  0.000366211
  0.00031746  0.000274658
  0.000340136  0.000183105
  0.000362812  9.15527e-05
  0.000385488  3.05176e-05
  0.000408163  3.05176e-05
  0.000430839  3.05176e-05
  0.000453515  0
  0.00047619  -3.05176e-05
  0.000498866  -3.05176e-05
  0.000521542  -9.15527e-05
  0.000544218  -0.000244141
  0.000566893  -0.000366211
  0.000589569  -0.000305176
  0.000612245  -0.000183105
  0.000634921  -0.00012207
  0.000657596  -3.05176e-05
  0.000680272  0
  0.000702948  -0.00012207
  0.000725624  -0.000274658
  0.000748299  -0.000213623
  0.000770975  -0.00012207
  0.000793651  -0.000152588
  0.000816327  -0.000152588
  0.000839002  -0.000183105
  0.000861678  -0.000305176
  0.000884354  -0.000305176
  0.000907029  -0.000183105
  0.000929705  -0.00012207
  0.000952381  -9.15527e-05
  0.000975057  0
  0.000997732  9.15527e-05
  0.00102041  6.10352e-05
  0.00104308  3.05176e-05
  0.00106576  3.05176e-05
  0.00108844  3.05176e-05
  0.00111111  0.00012207
  0.00113379  0.000244141
  0.00115646  0.000305176
  0.00117914  0.000305176
  0.00120181  0.000244141
  0.00122449  0.000183105
  0.00124717  9.15527e-05
  0.00126984  -0.00012207
  0.00129252  -0.000213623
  0.00131519  -0.000152588
  0.00133787  -0.000244141
  0.00136054  -0.000457764
  0.00138322  -0.000579834
  0.0014059  -0.000671387
  0.00142857  -0.000488281
  0.00145125  -9.15527e-05
  0.00147392  6.10352e-05
  0.0014966  -6.10352e-05
  0.00151927  -0.000152588
  0.00154195  -0.00012207
  0.00156463  0
  0.0015873  0.00012207
  0.00160998  0.00012207
  0.00163265  -9.15527e-05
  0.00165533  -0.000305176
  0.001678  -0.000335693
  0.00170068  -0.000213623
  0.00172336  -0.000305176
  0.00174603  -0.000427246
  0.00176871  -0.000427246
  0.00179138  -0.000366211
  0.00181406  -0.000183105
  0.00183673  9.15527e-05
  0.00185941  0.000274658
  0.00188209  0.000396729
  0.00190476  0.000518799
  0.00192744  0.000549316
  0.00195011  0.000549316
  0.00197279  0.000579834
  0.00199546  0.000610352
  0.00201814  0.000457764
